ARO,Cluster#,ARG Name,ARG Family,Drug class
3000578,39,CcrA,CfiA beta-lactamase,carbapenem
3006906,39,CfiA10,CfiA beta-lactamase,carbapenem
3006907,39,CfiA11,CfiA beta-lactamase,carbapenem
3006908,39,CfiA14,CfiA beta-lactamase,carbapenem
3006909,39,CfiA17,CfiA beta-lactamase,carbapenem
3006910,39,CfiA18,CfiA beta-lactamase,carbapenem
3006911,39,CfiA19,CfiA beta-lactamase,carbapenem
3006912,39,CfiA2,CfiA beta-lactamase,carbapenem
3006913,39,CfiA21,CfiA beta-lactamase,carbapenem
3006914,39,CfiA22,CfiA beta-lactamase,carbapenem
3006915,39,CfiA23,CfiA beta-lactamase,carbapenem
3006916,39,CfiA24,CfiA beta-lactamase,carbapenem
3006917,39,CfiA26,CfiA beta-lactamase,carbapenem
3006918,39,CfiA27,CfiA beta-lactamase,carbapenem
3006919,39,CfiA4,CfiA beta-lactamase,carbapenem
3006920,39,CfiA8,CfiA beta-lactamase,carbapenem
3006921,39,CfiA9,CfiA beta-lactamase,carbapenem
3000579,40,Cmen_BlaB,BlaB beta-lactamase,carbapenem;penam
3005522,40,BlaB-1,BlaB beta-lactamase,carbapenem;penam
3005524,40,BlaB-11,BlaB beta-lactamase,carbapenem;penam
3005527,40,BlaB-14,BlaB beta-lactamase,carbapenem;penam
3005530,40,BlaB-17,BlaB beta-lactamase,carbapenem;penam
3005531,40,BlaB-18,BlaB beta-lactamase,carbapenem;penam
3005533,40,BlaB-2,BlaB beta-lactamase,carbapenem;penam
3005534,40,BlaB-20,BlaB beta-lactamase,carbapenem;penam
3005542,40,BlaB-29,BlaB beta-lactamase,carbapenem;penam
3005544,40,BlaB-30,BlaB beta-lactamase,carbapenem;penam
3005545,40,BlaB-31,BlaB beta-lactamase,carbapenem;penam
3005546,40,BlaB-32,BlaB beta-lactamase,carbapenem;penam
3005547,40,BlaB-33,BlaB beta-lactamase,carbapenem;penam
3002397,41,OXY-2-2,OXY beta-lactamase,cephalosporin;monobactam;penam
3002403,41,OXY-2-8,OXY beta-lactamase,cephalosporin;monobactam;penam
3002402,41,OXY-2-7,OXY beta-lactamase,cephalosporin;monobactam;penam
3002400,41,OXY-2-5,OXY beta-lactamase,cephalosporin;monobactam;penam
3002396,41,OXY-2-1,OXY beta-lactamase,cephalosporin;monobactam;penam
3002404,41,OXY-2-9,OXY beta-lactamase,cephalosporin;monobactam;penam
3002405,41,OXY-2-10,OXY beta-lactamase,cephalosporin;monobactam;penam
3002399,41,OXY-2-4,OXY beta-lactamase,cephalosporin;monobactam;penam
3002401,41,OXY-2-6,OXY beta-lactamase,cephalosporin;monobactam;penam
3002398,41,OXY-2-3,OXY beta-lactamase,cephalosporin;monobactam;penam
3002406,41,OXY-2-11,OXY beta-lactamase,cephalosporin;monobactam;penam
3002407,41,OXY-2-12,OXY beta-lactamase,cephalosporin;monobactam;penam
3002408,41,OXY-2-13,OXY beta-lactamase,cephalosporin;monobactam;penam
3006129,41,OXY-2-14,OXY beta-lactamase,cephalosporin;monobactam;penam
3006130,41,OXY-2-15,OXY beta-lactamase,cephalosporin;monobactam;penam
3002157,42,FOX-3,FOX beta-lactamase,cephalosporin;cephamycin
3002162,42,FOX-10,FOX beta-lactamase,cephalosporin;cephamycin
3002155,42,FOX-1,FOX beta-lactamase,cephalosporin;cephamycin
3002160,42,FOX-7,FOX beta-lactamase,cephalosporin;cephamycin
3002156,42,FOX-2,FOX beta-lactamase,cephalosporin;cephamycin
3002163,42,FOX-9,FOX beta-lactamase,cephalosporin;cephamycin
3002161,42,FOX-8,FOX beta-lactamase,cephalosporin;cephamycin
3002159,42,FOX-5,FOX beta-lactamase,cephalosporin;cephamycin
3002158,42,FOX-4,FOX beta-lactamase,cephalosporin;cephamycin
3002165,42,FOX-12,FOX beta-lactamase,cephalosporin;cephamycin
3006471,42,FOX-13,FOX beta-lactamase,cephalosporin;cephamycin
3006472,42,FOX-14,FOX beta-lactamase,cephalosporin;cephamycin
3006473,42,FOX-15,FOX beta-lactamase,cephalosporin;cephamycin
3006474,42,FOX-16,FOX beta-lactamase,cephalosporin;cephamycin
3006475,42,FOX-17,FOX beta-lactamase,cephalosporin;cephamycin
3001859,43,IMI-2,IMI beta-lactamase,carbapenem
3003177,43,IMI-7,IMI beta-lactamase,carbapenem
3001861,43,IMI-4,IMI beta-lactamase,carbapenem
3001860,43,IMI-3,IMI beta-lactamase,carbapenem
3001858,43,IMI-1,IMI beta-lactamase,carbapenem
3006176,43,IMI-12,IMI beta-lactamase,carbapenem
3006177,43,IMI-13,IMI beta-lactamase,carbapenem
3006178,43,IMI-14,IMI beta-lactamase,carbapenem
3006179,43,IMI-15,IMI beta-lactamase,carbapenem
3006180,43,IMI-16,IMI beta-lactamase,carbapenem
3006181,43,IMI-17,IMI beta-lactamase,carbapenem
3006182,43,IMI-18,IMI beta-lactamase,carbapenem
3006183,43,IMI-19,IMI beta-lactamase,carbapenem
3006184,43,IMI-20,IMI beta-lactamase,carbapenem
3006185,43,IMI-21,IMI beta-lactamase,carbapenem
3001863,43,IMI-6,IMI beta-lactamase,carbapenem
3003143,43,IMI-9,IMI beta-lactamase,carbapenem
3003589,43,NmcA,NmcA beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3002514,44,OCH-1,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3002516,44,OCH-3,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3002520,44,OCH-7,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3002521,44,OCH-8,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3002515,44,OCH-2,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3002517,44,OCH-4,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3002518,44,OCH-5,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3002519,44,OCH-6,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem
3004693,45,MCR-3.12,MCR phosphoethanolamine transferase,peptide antibiotic
3004691,45,MCR-3.4,MCR phosphoethanolamine transferase,peptide antibiotic
3004500,45,MCR-3.11,MCR phosphoethanolamine transferase,peptide antibiotic
3004504,45,MCR-3.10,MCR phosphoethanolamine transferase,peptide antibiotic
3004505,45,MCR-3.5,MCR phosphoethanolamine transferase,peptide antibiotic
3004508,45,MCR-3.9,MCR phosphoethanolamine transferase,peptide antibiotic
3004510,45,MCR-3.7,MCR phosphoethanolamine transferase,peptide antibiotic
3004511,45,MCR-3.2,MCR phosphoethanolamine transferase,peptide antibiotic
3004139,45,MCR-3.1,MCR phosphoethanolamine transferase,peptide antibiotic
3001420,46,OXA-25,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001485,46,OXA-207,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001421,46,OXA-26,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001663,46,OXA-160,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001451,46,OXA-139,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001419,46,OXA-24,OXA beta-lactamase,carbapenem;cephalosporin;monobactam;penam
3001705,46,OXA-72,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003593,46,OXA-437,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005341,46,OXA-897,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005342,46,OXA-653,OXA beta-lactamase,carbapenem;cephalosporin;penam
3004448,47,HERA-1,HERA beta-lactamase,penam
3004820,47,HERA-5,HERA beta-lactamase,penam
3004817,47,HERA-2,HERA beta-lactamase,penam
3004819,47,HERA-4,HERA beta-lactamase,penam
3004818,47,HERA-3,HERA beta-lactamase,penam
3004821,47,HERA-6,HERA beta-lactamase,penam
3004822,47,HERA-8,HERA beta-lactamase,penam
3002242,48,CARB-3,CARB beta-lactamase,penam
3002245,48,CARB-6,CARB beta-lactamase,penam
3002240,48,CARB-1,CARB beta-lactamase,penam
3002250,48,CARB-12,CARB beta-lactamase,penam
3002241,48,CARB-2,CARB beta-lactamase,penam
3005559,48,CARB-11,CARB beta-lactamase,penam
3005585,48,CARB-51,CARB beta-lactamase,penam
3005587,48,CARB-53,CARB beta-lactamase,penam
3005589,48,CARB-55,CARB beta-lactamase,penam
3001610,49,OXA-243,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001551,49,OXA-364,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003611,49,OXA-455,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003613,49,OXA-457,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003614,49,OXA-458,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003615,49,OXA-459,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005743,49,OXA-513,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005990,49,OXA-787,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005992,49,OXA-789,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001425,50,OXA-31,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001399,50,OXA-4,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001793,50,OXA-320,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001806,50,OXA-224,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001427,50,OXA-33,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001396,50,OXA-1,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001781,50,OXA-47,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001578,50,OXA-392,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001452,50,OXA-140,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005764,50,OXA-534,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005883,50,OXA-675,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005996,50,OXA-796,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006107,50,OXA-921,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001767,51,OXA-137,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001765,51,OXA-136,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001764,51,OXA-63,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001766,51,OXA-192,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003634,51,OXA-477,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003635,51,OXA-478,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003636,51,OXA-479,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003626,51,OXA-470,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003627,51,OXA-471,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003628,51,OXA-472,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003629,51,OXA-473,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003631,51,OXA-474,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003632,51,OXA-475,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003633,51,OXA-476,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001818,52,ACC-4,ACC beta-lactamase,cephalosporin;monobactam;penam
3001815,52,ACC-1,ACC beta-lactamase,cephalosporin;monobactam;penam
3001819,52,ACC-5,ACC beta-lactamase,cephalosporin;monobactam;penam
3001816,52,ACC-2,ACC beta-lactamase,cephalosporin;monobactam;penam
3006228,52,ACC-1a,ACC beta-lactamase,cephalosporin;monobactam;penam
3006229,52,ACC-1b,ACC beta-lactamase,cephalosporin;monobactam;penam
3006230,52,ACC-1c,ACC beta-lactamase,cephalosporin;monobactam;penam
3006231,52,ACC-1d,ACC beta-lactamase,cephalosporin;monobactam;penam
3006232,52,ACC-7,ACC beta-lactamase,cephalosporin;monobactam;penam
3006233,52,ACC-8,ACC beta-lactamase,cephalosporin;monobactam;penam
3002415,53,OXY-6-3,OXY beta-lactamase,cephalosporin;monobactam;penam
3002413,53,OXY-6-1,OXY beta-lactamase,cephalosporin;monobactam;penam
3002390,53,OXY-1-2,OXY beta-lactamase,cephalosporin;monobactam;penam
3002410,53,OXY-4-1,OXY beta-lactamase,cephalosporin;monobactam;penam
3002414,53,OXY-6-2,OXY beta-lactamase,cephalosporin;monobactam;penam
3002389,53,OXY-1-1,OXY beta-lactamase,cephalosporin;monobactam;penam
3002416,53,OXY-6-4,OXY beta-lactamase,cephalosporin;monobactam;penam
3002411,53,OXY-5-1,OXY beta-lactamase,cephalosporin;monobactam;penam
3002394,53,OXY-1-6,OXY beta-lactamase,cephalosporin;monobactam;penam
3002412,53,OXY-5-2,OXY beta-lactamase,cephalosporin;monobactam;penam
3002392,53,OXY-1-4,OXY beta-lactamase,cephalosporin;monobactam;penam
3002391,53,OXY-1-3,OXY beta-lactamase,cephalosporin;monobactam;penam
3001654,54,OXA-143,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001690,54,OXA-255,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001689,54,OXA-253,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001709,54,OXA-182,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001670,54,OXA-231,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005340,54,OXA-649,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005343,54,OXA-499,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005344,54,OXA-825,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006124,54,OXA-945,OXA beta-lactamase,carbapenem;cephalosporin;penam
3004789,55,FONA-2,FONA beta-lactamase,penam
3004788,55,FONA-1,FONA beta-lactamase,penam
3004790,55,FONA-3,FONA beta-lactamase,penam
3004791,55,FONA-4,FONA beta-lactamase,penam
3004792,55,FONA-5,FONA beta-lactamase,penam
3004793,55,FONA-6,FONA beta-lactamase,penam
3006986,55,SFO-1,SFO beta-lactamase,carbapenem
3002795,56,QnrS6,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002797,56,QnrS8,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002790,56,QnrS1,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002794,56,QnrS5,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002793,56,QnrS4,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002798,56,QnrS9,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002792,56,QnrS3,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002796,56,QnrS7,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002791,56,QnrS2,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3004622,56,QnrS10,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3004624,56,QnrS11,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3004625,56,QnrS12,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3004627,56,QnrS15,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3006957,57,ORN-1,ORN beta-lactamase,carbapenem;cephalosporin
3006958,57,ORN-2,ORN beta-lactamase,carbapenem;cephalosporin
3006959,57,ORN-3,ORN beta-lactamase,carbapenem;cephalosporin
3006960,57,ORN-4,ORN beta-lactamase,carbapenem;cephalosporin
3006961,57,ORN-5,ORN beta-lactamase,carbapenem;cephalosporin
3006962,57,ORN-6,ORN beta-lactamase,carbapenem;cephalosporin
3006968,57,PLA-1,PLA beta-lactamase,carbapenem;cephalosporin
3006969,57,PLA-2a,PLA beta-lactamase,carbapenem;cephalosporin
3006970,57,PLA-3,PLA beta-lactamase,carbapenem;cephalosporin
3006971,57,PLA-6,PLA beta-lactamase,carbapenem;cephalosporin
3002753,58,QnrB38,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002743,58,QnrB28,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002736,58,QnrB21,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002740,58,QnrB25,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002748,58,QnrB33,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002785,58,QnrB73,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002722,58,QnrB8,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002742,58,QnrB27,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002750,58,QnrB35,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002773,58,QnrB60,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3001800,59,OXA-226,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001426,59,OXA-32,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001410,59,OXA-15,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001430,59,OXA-36,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001799,59,OXA-161,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001397,59,OXA-2,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001802,59,OXA-141,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001487,59,OXA-210,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001428,59,OXA-34,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001606,59,OXA-415,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005222,59,OXA-544,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005314,59,OXA-540,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005316,59,OXA-838,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005317,59,OXA-539,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005318,59,OXA-543,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005319,59,OXA-681,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005320,59,OXA-737,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005321,59,OXA-541,OXA beta-lactamase,carbapenem;cephalosporin;penam
3004290,60,Ecol_ampC_BLA,ampC-type beta-lactamase,cephalosporin;penam
3006874,60,EC-13,EC beta-lactamase,cephalosporin
3006875,60,EC-14,EC beta-lactamase,cephalosporin
3006876,60,EC-15,EC beta-lactamase,cephalosporin
3006877,60,EC-16,EC beta-lactamase,cephalosporin
3006878,60,EC-18,EC beta-lactamase,cephalosporin
3006879,60,EC-19,EC beta-lactamase,cephalosporin
3006880,60,EC-5,EC beta-lactamase,cephalosporin
3006881,60,EC-8,EC beta-lactamase,cephalosporin
3001548,61,OXA-361,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001695,61,OXA-134,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001550,61,OXA-363,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001549,61,OXA-362,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001523,61,OXA-335,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001737,61,OXA-282,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001738,61,OXA-283,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001739,61,OXA-284,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001740,61,OXA-285,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005335,61,OXA-496,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005336,61,OXA-915,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005339,61,OXA-646,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005337,61,OXA-647,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002695,62,cmlA5,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3002694,62,cmlA4,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3002693,62,cmlA1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3002696,62,cmlA6,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3004665,62,cmlA8,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3002691,62,Sent_cmlA,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3001731,63,OXA-275,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001730,63,OXA-274,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005158,63,OXA-668,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005879,63,OXA-667,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005880,63,OXA-669,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002725,64,QnrB11,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002777,64,QnrB65,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002768,64,QnrB55,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002752,64,QnrB37,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002749,64,QnrB34,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002737,64,QnrB22,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002726,64,QnrB12,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002781,64,QnrB69,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002718,64,QnrB4,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3001887,65,CTX-M-25,CTX-M beta-lactamase,cephalosporin
3001954,65,CTX-M-94,CTX-M beta-lactamase,cephalosporin
3001903,65,CTX-M-41,CTX-M beta-lactamase,cephalosporin
3001959,65,CTX-M-100,CTX-M beta-lactamase,cephalosporin
3001901,65,CTX-M-39,CTX-M beta-lactamase,cephalosporin
3001888,65,CTX-M-26,CTX-M beta-lactamase,cephalosporin
3001939,65,CTX-M-78,CTX-M beta-lactamase,cephalosporin
3002009,65,CTX-M-152,CTX-M beta-lactamase,cephalosporin
3001951,65,CTX-M-91,CTX-M beta-lactamase,cephalosporin
3003168,65,CTX-M-160,CTX-M beta-lactamase,cephalosporin
3001949,65,CTX-M-89,CTX-M beta-lactamase,cephalosporin
3005608,65,CTX-M-185,CTX-M beta-lactamase,cephalosporin
3005628,65,CTX-M-205,CTX-M beta-lactamase,cephalosporin
3005640,65,CTX-M-217,CTX-M beta-lactamase,cephalosporin
3002366,66,PER-4,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3002369,66,PER-7,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3002363,66,PER-1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3002367,66,PER-5,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3002365,66,PER-3,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3006131,66,PER-10,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3006132,66,PER-11,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3006134,66,PER-13,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3006136,66,PER-15,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3003184,66,PER-8,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3006138,66,PER-9,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3005133,67,PDC-62,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005157,67,PDC-41,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006501,67,PDC-125,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006517,67,PDC-140,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006529,67,PDC-151,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006539,67,PDC-160,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006629,67,PDC-250,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006699,67,PDC-33,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006712,67,PDC-342,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006713,67,PDC-343,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006714,67,PDC-344,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006789,67,PDC-42,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006822,67,PDC-455,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3001797,68,OXA-46,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001775,68,OXA-119,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001483,68,OXA-205,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001768,68,OXA-118,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005315,68,OXA-779,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005322,68,OXA-835,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002711,69,QnrA5,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002710,69,QnrA4,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002709,69,QnrA3,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002713,69,QnrA7,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002708,69,QnrA2,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002712,69,QnrA6,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002707,69,QnrA1,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002244,70,CARB-5,CARB beta-lactamase,penam
3002252,70,CARB-14,CARB beta-lactamase,penam
3002255,70,CARB-16,CARB beta-lactamase,penam
3002249,70,CARB-10,CARB beta-lactamase,penam
3002247,70,CARB-8,CARB beta-lactamase,penam
3005583,70,CARB-49,CARB beta-lactamase,penam
3005584,70,CARB-50,CARB beta-lactamase,penam
3005588,70,CARB-54,CARB beta-lactamase,penam
3005887,71,OXA-679,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005935,71,OXA-730,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006125,71,OXA-946,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006126,71,OXA-947,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006127,71,OXA-948,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006128,71,OXA-949,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001662,72,OXA-164,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001631,72,OXA-96,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003116,72,OXA-420,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001611,72,OXA-58,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001583,72,OXA-397,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001647,72,OXA-97,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005742,72,OXA-512,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001677,73,OXA-236,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001678,73,OXA-237,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001547,73,OXA-360,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001676,73,OXA-235,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001732,73,OXA-276,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001733,73,OXA-277,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005766,73,OXA-537,OXA beta-lactamase,carbapenem;cephalosporin;penam
3004644,74,Pmir_dfrA6,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3004547,74,dfrA6,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3005084,74,dfrA31,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3000205,75,tet(X),tetracycline inactivation enzyme,glycylcycline;tetracycline antibiotic
3004720,75,tet(X4),tetracycline inactivation enzyme,glycylcycline;tetracycline antibiotic
3005057,75,tet(X5),tetracycline inactivation enzyme,tetracycline antibiotic
3001746,76,OXA-291,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001747,76,OXA-292,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001748,76,OXA-293,OXA beta-lactamase,carbapenem;cephalosporin;penam
